ma_truong,ten_truong,ma_nganh,ten_nganh,to_hop_xet_tuyen,diem_chuan,hoc_phi,nam_tuyen_sinh,phuong_thuc_khac,mo_ta_nganh,chuong_trinh_dao_tao,co_hoi_nghe_nghiep,nhom_nganh
GTA,Đại học Công nghệ Giao thông vận tải,GTADCODA2,"Cơ điện tử·ô tô
(tăng cường tiếng Anh)",A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,21,,2026,"Học bạ: 24,5; TSA: 48; HSA: 78; SPT: 15","Đào tạo kỹ sư Cơ Điện Tử·Ô Tô có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
GTA,Đại học Công nghệ Giao thông vận tải,GTADCGMT2,Công nghệ vật liệu xây dựng tiên tiến và thông minh (Lớp tài năng),A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,Học bạ: -; TSA: 41; HSA: 63; SPT: -,"Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Vật Liệu Xây Dựng Tiên Tiến Và Thông Minh.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCMN2,Công nghệ và quản lý môi trường,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Và Quản Lý Môi Trường.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCCD2,Công nghệ kỹ thuật xây dựng cầu đường bộ,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Kỹ Thuật Xây Dựng Cầu Đường Bộ.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCCM2,Công nghệ chế tạo máy,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22,,2026,"Học bạ: 25,25; TSA: 50,5; HSA: 84,5; SPT: 16","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Chế Tạo Máy.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCCN2,Công nghệ kỹ thuật cơ điện tử,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,24.25,,2026,"Học bạ: 26,94; TSA: 56,13; HSA: 99,75; SPT: 18,25","Tích hợp đa ngành giữa cơ khí chính xác, điện tử thông minh và phần mềm điều khiển để tạo ra các sản phẩm thông minh và robot hiện đại.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Cơ học máy, Điện tử công suất, Kỹ thuật vi điều khiển, Hệ thống nhúng, Thiết kế hệ thống cơ điện tử và Điều khiển Robot.","Kỹ sư cơ điện tử, Kỹ sư thiết kế hệ thống nhúng (Embedded Engineer), Kỹ sư vận hành dây chuyền tự động hóa, Chuyên viên R&D sản phẩm thông minh.",Kỹ thuật
GTA,Đại học Công nghệ Giao thông vận tải,GTADCMQ2,Công nghệ và quản lý thiết bị xây dựng,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Và Quản Lý Thiết Bị Xây Dựng.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADKTT2,Công nghệ thông tin ĐH UITM cấp bằng,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,20,,2026,"Học bạ: 23,5; TSA: 45,67; HSA: 73; SPT: 14","Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCDTJ2,"Công nghệ kỹ thuật Điện tử - Viễn thông
(tăng cường tiếng Nhật, định hướng làm việc tại Nhật Bản)",A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,21,,2026,"Học bạ: 24,5; TSA: 48; HSA: 78; SPT: 15","Nghiên cứu và phát triển phần cứng điện tử, thiết kế vi mạch bán dẫn, hệ thống thông tin không dây (5G/6G), xử lý tín hiệu và mạng viễn thông thế hệ mới.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Kỹ thuật mạch điện tử, Thiết kế vi mạch (VLSI/FPGA), Hệ thống viễn thông, Xử lý tín hiệu số (DSP), Ăng ten & truyền sóng, Mạng 5G.","Kỹ sư thiết kế vi mạch bán dẫn, Kỹ sư phần cứng điện tử, Kỹ sư mạng viễn thông, Chuyên viên tối ưu mạng tại các tập đoàn công nghệ và bán dẫn (Viettel, Intel, Synopsys...).",Kỹ thuật
GTA,Đại học Công nghệ Giao thông vận tải,GTADCTTA2,"Công nghệ thông tin
(tăng cường tiếng Anh)",A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,20.75,,2026,"Học bạ: 24,25; TSA: 47,42; HSA: 76,75; SPT: 14,75","Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCRT2,Công nghệ kỹ thuật Robot và Trí tuệ nhân tạo,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22,,2026,"Học bạ: 25,25; TSA: 50,5; HSA: 84,5; SPT: 16","Đào tạo chuyên sâu về học máy, học sâu, mạng nơ-ron, nhận dạng mẫu, người máy thông minh và các giải pháp tự động hóa tạo sinh.","Thời gian đào tạo 4 năm (140 tín chỉ). Gồm: Đại số tuyến tính nâng cao, Học sâu (Deep Learning), Mô hình tạo sinh (Generative AI), Robot học nhận thức và Hệ thống tự hành.","Kỹ sư AI/ML, Kỹ sư thị giác máy tính, Kỹ sư xử lý ngôn ngữ tự nhiên (NLP), Chuyên gia giải pháp AI doanh nghiệp.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCMX2,Công nghệ kỹ thuật Máy xây dựng,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Kỹ Thuật Máy Xây Dựng.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCMT2,Công nghệ kỹ thuật Tàu thủy và thiết bị nổi,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Kỹ Thuật Tàu Thủy Và Thiết Bị Nổi.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCDD2,Công nghệ kỹ thuật xây dựng công trình dân dụng và công nghiệp,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,18,,2026,"Học bạ: 21,5; TSA: 41; HSA: 63; SPT: 12","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Kỹ Thuật Xây Dựng Công Trình Dân Dụng Và Công Nghiệp.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCDT2,Công nghệ kỹ thuật Điện tử - viễn thông,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22.75,,2026,"Học bạ: 25,81; TSA: 52,38; HSA: 89,38; SPT: 16,75","Nghiên cứu và phát triển phần cứng điện tử, thiết kế vi mạch bán dẫn, hệ thống thông tin không dây (5G/6G), xử lý tín hiệu và mạng viễn thông thế hệ mới.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Kỹ thuật mạch điện tử, Thiết kế vi mạch (VLSI/FPGA), Hệ thống viễn thông, Xử lý tín hiệu số (DSP), Ăng ten & truyền sóng, Mạng 5G.","Kỹ sư thiết kế vi mạch bán dẫn, Kỹ sư phần cứng điện tử, Kỹ sư mạng viễn thông, Chuyên viên tối ưu mạng tại các tập đoàn công nghệ và bán dẫn (Viettel, Intel, Synopsys...).",Kỹ thuật
GTA,Đại học Công nghệ Giao thông vận tải,GTADCOH2,Công nghệ ô tô điện và ô tô hybrid,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,23,,2026,Học bạ: 26; TSA: 53; HSA: 91; SPT: 17,"Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Ô Tô Điện Và Ô Tô Hybrid.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCOG2,Công nghệ ô tô và giao thông thông minh,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22.25,,2026,"Học bạ: 25,44; TSA: 51,13; HSA: 86,13; SPT: 16,25","Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Ô Tô Và Giao Thông Thông Minh.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCFT2,Công nghệ tài chính,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22,,2026,"Học bạ: 25,25; TSA: 50,5; HSA: 84,5; SPT: 16","Đào tạo cử nhân Công Nghệ Tài Chính có kiến thức vững chắc về kinh tế, thị trường tài chính, kỹ năng quản trị và năng lực giải quyết vấn đề thực tiễn.","Thời gian đào tạo 4 năm (khoảng 130 tín chỉ) gồm kiến thức đại cương kinh tế, kỹ năng số, chuyên môn quản trị - tài chính và đồ án tốt nghiệp.","Chuyên viên phân tích, quản lý dự án, kế toán - tài chính, tư vấn giải pháp tại các doanh nghiệp, ngân hàng thương mại và tổ chức kinh tế.",Kinh doanh và quản lý
GTA,Đại học Công nghệ Giao thông vận tải,GTADCTT2,Công nghệ thông tin,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,22.5,,2026,"Học bạ: 25,63; TSA: 51,75; HSA: 87,75; SPT: 16,5","Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
GTA,Đại học Công nghệ Giao thông vận tải,GTADCOT2,Công nghệ kỹ thuật Ô tô,A00; A01; C01; C02; D01; D07; X02; X03; X26; X27,23.5,,2026,"Học bạ: 26,38; TSA: 54,25; HSA: 94,5; SPT: 17,5","Đào tạo kiến thức chuyên sâu về kết cấu, nguyên lý làm việc, thiết kế, sản xuất và công nghệ ô tô hiện đại, bao gồm xe điện và xe tự hành.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Động cơ đốt trong, Khung gầm ô tô, Hệ thống điện - điện tử ô tô, Công nghệ xe điện và pin, Chẩn đoán kỹ thuật ô tô.","Kỹ sư thiết kế ô tô, Kỹ sư phát triển phần mềm ô tô (Automotive Embedded), Kỹ sư kiểm tra chất lượng (QA/QC ô tô), Cố vấn dịch vụ tại các hãng xe hàng đầu.",Kỹ thuật
